0;0;0;0;land;false;unknown;0
1;205;235;230;land;false;hills;1
2;186;192;143;land;false;plains;1
3;225;241;175;land;false;plains;1
4;171;192;247;land;false;desert;1
5;242;126;207;land;false;hills;1
6;237;108;225;land;false;desert;1
7;114;231;162;land;false;jungle;1
8;229;245;132;land;false;forest;1
9;249;173;100;land;false;desert;1
10;193;254;83;land;true;desert;1
11;173;249;242;land;false;jungle;1
12;252;205;61;land;false;hills;1
13;231;245;202;land;false;jungle;1
14;110;245;234;land;false;forest;1
15;236;104;187;land;false;forest;1
16;67;227;231;land;false;forest;1
17;151;220;230;land;false;desert;1
18;107;254;245;land;false;mountain;1
19;224;250;88;land;false;desert;1
20;150;125;254;land;false;desert;1
21;219;151;142;land;false;forest;1
22;227;223;158;land;false;desert;1
23;94;249;253;land;true;jungle;1
24;221;212;249;land;false;desert;1
25;227;239;216;land;false;desert;1
26;205;135;162;land;false;hills;1
27;243;171;189;land;false;jungle;1
28;195;117;198;land;false;desert;1
29;192;196;224;land;false;forest;1
30;128;193;184;land;false;forest;1
31;253;170;250;land;true;marsh;1
32;239;102;246;land;false;plains;1
33;251;162;229;land;false;desert;1
34;132;163;221;land;false;desert;1
35;226;137;194;land;false;jungle;1
36;222;133;197;land;false;plains;1
37;238;119;183;land;false;hills;1
38;232;187;154;land;false;plains;1
39;116;219;229;land;false;desert;1
40;156;209;166;land;true;desert;1
41;77;237;239;land;false;plains;1
42;221;159;154;land;false;forest;1
43;194;191;173;land;false;plains;1
44;53;230;251;land;true;jungle;1
45;234;165;176;land;true;urban;1
46;219;40;242;land;false;desert;1
47;132;238;254;land;false;plains;1
48;197;238;150;land;false;forest;1
49;220;45;247;land;false;hills;1
50;150;198;178;land;false;jungle;1
51;152;200;222;land;false;desert;1
52;88;185;234;land;false;hills;1
53;242;212;47;land;false;desert;1
54;254;85;233;land;true;forest;1
55;190;192;140;land;true;plains;1
56;97;238;252;land;false;mountain;1
57;81;192;253;land;false;desert;1
58;249;227;129;land;false;desert;1
59;64;248;227;land;false;mountain;1
60;230;231;78;land;false;hills;1
61;243;176;162;land;false;plains;1
62;244;117;223;land;false;desert;1
63;219;177;156;land;false;plains;1
64;194;208;167;land;false;desert;1
65;187;162;185;land;false;forest;1
66;218;189;162;land;true;jungle;1
67;226;216;67;land;false;plains;1
68;142;217;187;land;false;forest;1
69;153;250;159;land;false;desert;1
70;211;209;158;land;false;mountain;1
71;201;174;201;land;false;forest;1
72;235;116;195;land;false;desert;1
73;144;159;247;land;false;desert;1
74;251;147;219;land;false;desert;1
75;254;192;183;land;false;plains;1
76;163;169;179;land;false;desert;1
77;150;193;222;land;false;desert;1
78;137;198;228;land;true;plains;1
79;165;152;191;land;false;forest;1
80;239;253;147;land;false;desert;1
81;129;251;245;land;false;plains;1
82;121;140;240;land;false;desert;1
83;250;130;182;land;false;hills;1
84;192;152;185;land;false;desert;1
85;140;219;167;land;false;urban;1
86;241;102;190;land;false;desert;1
87;234;96;172;land;false;jungle;1
88;152;229;127;land;false;jungle;1
89;188;178;170;land;false;plains;1
90;219;222;143;land;false;mountain;1
91;13;248;253;land;false;jungle;1
92;205;190;200;land;false;forest;1
93;235;166;141;land;false;desert;1
94;207;229;156;land;false;desert;1
95;244;239;129;land;false;jungle;1
96;191;180;177;land;false;plains;1
97;169;234;221;land;false;desert;1
98;244;43;227;land;false;jungle;1
99;142;200;238;land;false;forest;1
100;211;241;116;land;false;plains;1
101;209;62;234;land;false;desert;1
102;138;233;155;land;true;plains;1
103;124;254;203;land;false;jungle;1
104;133;248;157;land;false;jungle;1
105;224;140;214;land;false;desert;1
106;242;125;181;land;false;desert;1
107;236;164;235;land;false;mountain;1
108;210;218;182;land;false;desert;1
109;248;107;161;land;false;mountain;1
110;221;92;193;land;false;plains;1
111;180;227;198;land;false;forest;1
112;138;197;191;land;false;jungle;1
113;204;241;101;land;false;desert;1
114;249;185;156;land;false;desert;1
115;227;196;99;land;false;hills;1
116;233;197;97;land;false;jungle;1
117;228;200;95;land;false;plains;1
118;239;220;101;land;false;desert;1
119;67;243;218;land;false;jungle;1
120;196;210;215;land;false;forest;1
121;202;216;168;land;false;mountain;1
122;152;122;242;land;false;desert;1
123;161;214;177;land;false;plains;1
124;170;240;211;land;false;forest;1
125;190;219;236;land;false;plains;1
126;247;221;214;land;false;forest;1
127;94;220;230;land;false;jungle;1
128;207;208;213;land;true;forest;1
129;150;181;203;land;false;desert;1
130;137;236;155;land;false;desert;1
131;108;218;249;land;false;desert;1
132;174;225;131;land;false;mountain;1
133;240;23;253;land;true;desert;1
134;173;196;249;land;true;desert;1
135;131;151;251;land;false;desert;1
136;245;197;134;land;false;plains;1
137;216;105;190;land;true;mountain;1
138;66;243;213;land;false;desert;1
139;129;252;138;land;false;jungle;1
140;210;117;252;land;false;forest;1
141;148;187;229;land;false;desert;1
142;212;205;101;land;false;forest;1
143;182;187;197;land;false;jungle;1
144;133;253;219;land;false;forest;1
145;241;244;94;land;false;desert;1
146;67;247;211;land;false;forest;1
147;169;242;211;land;true;urban;1
148;245;204;203;land;false;forest;1
149;239;86;237;land;false;desert;1
150;250;106;204;land;false;forest;1
151;248;217;239;land;true;jungle;1
152;212;253;119;land;false;plains;1
153;148;226;172;land;false;desert;1
154;142;235;166;land;false;forest;1
155;246;172;118;land;false;plains;1
156;39;245;235;land;false;desert;1
157;173;169;218;land;false;plains;1
158;223;175;140;land;false;plains;1
159;138;161;241;land;false;forest;1
160;228;231;158;land;false;jungle;1
161;253;181;198;land;false;plains;1
162;81;232;192;land;false;jungle;1
163;234;189;218;land;false;desert;1
164;250;211;68;land;false;desert;1
165;220;198;140;land;false;desert;1
166;248;243;52;land;false;desert;1
167;230;153;134;land;false;jungle;1
168;211;158;206;land;false;desert;1
169;195;203;111;land;false;desert;1
170;226;89;219;land;false;forest;1
171;238;241;191;land;false;hills;1
172;128;208;198;land;false;forest;1
173;253;183;117;land;false;desert;1
174;236;94;184;land;false;desert;1
175;192;149;219;land;false;desert;1
176;107;197;215;land;false;desert;1
177;228;227;240;land;false;desert;1
178;91;251;183;land;true;plains;1
179;225;232;225;land;false;desert;1
180;216;239;213;land;false;plains;1
181;232;208;66;land;false;desert;1
182;203;233;95;land;false;jungle;1
183;217;86;247;land;false;jungle;1
184;182;191;183;land;false;forest;1
185;195;182;158;land;false;plains;1
186;171;231;239;land;false;desert;1
187;223;247;120;land;false;desert;1
188;192;238;171;land;false;jungle;1
189;201;241;69;land;false;desert;1
190;181;166;179;land;false;forest;1
191;101;223;187;land;true;desert;1
192;154;228;215;land;false;forest;1
193;199;218;236;land;false;plains;1
194;195;213;221;land;false;desert;1
195;202;234;72;land;false;desert;1
196;223;93;197;land;false;desert;1
197;223;173;222;land;false;plains;1
198;204;170;130;land;false;desert;1
199;201;241;216;land;false;plains;1
200;213;253;178;land;false;desert;1
201;89;189;229;land;false;plains;1
202;136;216;218;land;false;plains;1
203;141;251;154;land;false;desert;1
204;242;150;161;land;false;desert;1
205;177;202;231;land;false;hills;1
206;246;99;174;land;false;plains;1
207;200;122;208;land;false;plains;1
208;227;250;225;land;false;forest;1
209;190;225;91;land;false;desert;1
210;187;190;160;land;false;forest;1
211;179;189;189;land;false;mountain;1
212;180;251;247;land;true;plains;1
213;191;162;243;land;false;hills;1
214;248;242;96;land;false;forest;1
215;244;121;169;land;false;desert;1
216;89;250;181;land;false;jungle;1
217;106;196;225;land;false;desert;1
218;190;182;172;land;false;hills;1
219;171;85;246;land;true;forest;1
220;112;239;216;land;false;plains;1
221;221;189;127;land;false;desert;1
222;88;218;202;land;false;desert;1
223;232;134;237;land;false;plains;1
224;74;228;212;land;true;desert;1
225;202;155;172;land;false;jungle;1
226;164;251;218;land;false;plains;1
227;163;183;192;land;false;plains;1
228;201;223;125;land;false;plains;1
229;205;249;237;land;false;plains;1
230;222;223;58;land;false;desert;1
231;214;246;174;land;false;desert;1
232;211;224;222;land;false;forest;1
233;160;246;200;land;false;desert;1
234;170;217;174;land;false;plains;1
235;168;235;162;land;false;desert;1
236;92;219;195;land;false;plains;1
237;185;192;173;land;false;plains;1
238;91;251;243;land;false;desert;1
239;200;247;190;land;false;forest;1
240;180;215;220;land;false;plains;1
241;67;221;214;land;false;plains;1
242;86;231;224;land;false;desert;1
243;168;242;140;land;false;forest;1
244;153;217;221;land;false;forest;1
245;214;253;155;land;false;forest;1
246;67;251;237;land;false;desert;1
247;67;245;229;land;false;mountain;1
248;195;197;117;land;false;urban;1
249;168;236;178;land;true;plains;1
250;91;254;198;land;false;desert;1
251;110;241;250;land;false;jungle;1
252;191;180;204;land;false;jungle;1
253;251;41;230;land;false;marsh;1
254;218;129;242;land;false;plains;1
255;156;160;198;land;false;plains;1
256;241;182;104;land;false;plains;1
257;69;199;244;land;false;desert;1
258;182;134;213;land;false;jungle;1
259;170;238;157;land;true;desert;1
260;207;181;129;land;false;jungle;1
261;220;239;142;land;false;hills;1
262;151;217;234;land;true;forest;1
263;232;239;70;land;false;desert;1
264;107;254;238;land;false;desert;1
265;248;102;162;land;true;hills;1
266;249;106;252;land;false;forest;1
267;240;227;74;land;false;desert;1
268;220;245;234;land;false;forest;1
269;91;245;165;land;false;forest;1
270;194;118;253;land;false;forest;1
271;218;169;165;land;false;desert;1
272;150;168;210;land;false;mountain;1
273;125;218;178;land;false;desert;1
274;199;184;200;land;false;desert;1
275;219;137;211;land;false;jungle;1
276;233;234;140;land;false;desert;1
277;222;245;101;land;false;plains;1
278;192;89;237;land;false;desert;1
279;136;171;238;land;false;hills;1
280;123;198;237;land;false;mountain;1
281;122;241;251;land;false;hills;1
282;81;195;245;land;false;plains;1
283;182;216;204;land;false;desert;1
284;172;142;232;land;false;forest;1
285;162;248;168;land;false;jungle;1
286;174;201;220;land;false;mountain;1
287;253;163;224;land;false;jungle;1
288;204;229;245;land;false;desert;1
289;182;247;155;land;false;hills;1
290;254;183;97;land;false;jungle;1
291;166;234;228;land;false;plains;1
292;228;139;193;land;false;desert;1
293;247;182;112;land;false;plains;1
294;204;204;225;land;false;desert;1
295;171;215;129;land;false;plains;1
296;218;61;222;land;false;forest;1
297;79;245;204;land;false;plains;1
298;188;194;150;land;false;jungle;1
299;197;203;110;land;false;mountain;1
300;202;132;170;land;true;urban;1
301;244;157;130;land;false;jungle;1
302;183;152;231;land;false;forest;1
303;98;205;238;land;false;desert;1
304;142;178;191;land;false;desert;1
305;225;225;226;land;false;forest;1
306;223;101;232;land;false;plains;1
307;230;153;251;land;false;desert;1
308;235;246;135;land;false;desert;1
309;112;210;198;land;false;jungle;1
310;247;224;138;land;true;desert;1
311;252;212;67;land;true;plains;1
