1;arms_factory;4145.00;10.60;1527.00;5.95;0
1;arms_factory;4144.00;10.40;1521.00;2.33;0
1;arms_factory;4138.00;10.45;1537.00;0.17;0
1;arms_factory;4148.00;10.75;1527.00;1.73;0
1;arms_factory;4140.00;10.40;1529.00;4.39;0
1;arms_factory;4146.00;10.60;1526.00;0.78;0
1;industrial_complex;4138.00;10.30;1520.00;4.90;0
1;industrial_complex;4137.00;10.35;1522.00;5.00;0
1;industrial_complex;4133.00;10.40;1527.00;2.84;0
1;industrial_complex;4139.00;10.40;1528.00;5.50;0
1;industrial_complex;4146.00;10.80;1529.00;0.78;0
1;industrial_complex;4137.00;10.40;1539.00;3.45;0
1;air_base;4135.00;10.40;1521.00;1.29;0
1;supply_node;4139.00;10.40;1528.00;4.60;0
1;bunker;4139.00;10.40;1527.00;5.51;0
1;anti_air_building;4139.00;10.30;1521.00;3.35;0
1;anti_air_building;4132.00;10.40;1523.00;6.01;0
1;anti_air_building;4134.00;10.40;1524.00;2.40;0
1;synthetic_refinery;4134.00;10.40;1529.00;3.96;0
1;fuel_silo;4144.00;10.70;1530.00;1.80;0
1;radar_station;4140.00;10.40;1532.00;4.14;0
1;rocket_site;4132.00;10.40;1522.00;0.84;0
1;nuclear_reactor;4138.00;10.35;1523.00;2.40;0
2;arms_factory;1251.00;10.75;1519.00;0.17;0
2;arms_factory;1319.00;11.50;1444.00;1.73;0
2;arms_factory;1298.00;11.15;1474.00;4.39;0
2;arms_factory;1303.00;11.10;1457.00;0.78;0
2;arms_factory;1297.00;12.20;1422.00;4.90;0
2;arms_factory;1332.00;12.90;1406.00;5.00;0
2;industrial_complex;1221.00;12.78;1457.00;2.84;0
2;industrial_complex;1234.00;12.60;1435.00;5.50;0
2;industrial_complex;1294.00;11.30;1461.00;0.78;0
2;industrial_complex;1241.00;12.20;1451.00;3.45;0
2;industrial_complex;1303.00;11.65;1435.00;1.29;0
2;industrial_complex;1220.00;12.55;1462.00;5.41;0
2;air_base;1285.00;11.10;1476.00;5.51;0
2;supply_node;1276.00;12.05;1436.00;3.84;0
2;supply_node;1249.00;11.60;1497.00;0.49;0
2;supply_node;1292.00;11.30;1456.00;3.42;0
2;supply_node;1306.00;11.00;1472.00;6.01;0
2;supply_node;1323.00;13.65;1394.00;2.66;0
2;supply_node;1306.00;13.20;1410.00;4.14;0
2;supply_node;1236.00;12.30;1454.00;1.90;0
2;supply_node;1248.00;12.80;1433.00;4.83;0
2;supply_node;1289.00;10.60;1490.00;0.03;0
2;supply_node;1268.00;11.60;1466.00;4.07;0
2;supply_node;1272.00;10.75;1503.00;5.55;0
2;supply_node;1330.00;10.90;1461.00;2.20;0
2;supply_node;1223.00;12.50;1440.00;6.25;0
2;supply_node;1317.00;11.10;1452.00;1.44;0
2;supply_node;1318.00;12.55;1429.00;4.37;0
2;supply_node;1234.00;11.60;1478.00;0.68;0
2;supply_node;1254.00;10.95;1515.00;3.61;0
2;supply_node;1334.00;12.85;1415.00;0.26;0
2;supply_node;1267.00;11.50;1490.00;2.85;0
2;supply_node;1252.00;11.40;1477.00;5.79;0
2;supply_node;1284.00;11.10;1475.00;0.98;0
2;supply_node;1215.00;12.50;1464.00;5.02;0
2;supply_node;1257.00;12.40;1452.00;1.67;0
2;supply_node;1336.00;12.10;1443.00;3.15;0
2;supply_node;1301.00;11.30;1438.00;0.91;0
2;supply_node;1289.00;12.40;1423.00;2.39;0
2;naval_base;1330.00;10.45;1465.00;-3.14;11479
2;naval_base;1286.00;10.40;1499.00;-3.73;11245
2;naval_base;1317.00;10.40;1473.00;-3.93;8718
2;naval_base;1273.00;10.40;1508.00;-3.14;10863
2;naval_base;1250.00;10.40;1529.00;-3.14;11449
2;bunker;1329.00;12.65;1429.00;4.19;0
2;bunker;1305.00;11.15;1462.00;2.03;0
2;bunker;1311.00;11.35;1446.00;5.05;0
2;bunker;1251.00;11.60;1492.00;6.25;0
2;bunker;1230.00;11.60;1477.00;4.09;0
2;bunker;1230.00;11.85;1471.00;0.47;0
2;bunker;1252.00;10.55;1522.00;2.04;0
2;bunker;1239.00;12.30;1444.00;4.70;0
2;bunker;1212.00;12.40;1447.00;2.54;0
2;bunker;1297.00;12.00;1428.00;3.74;0
2;bunker;1240.00;12.23;1427.00;0.48;0
2;bunker;1272.00;12.35;1439.00;3.14;0
2;bunker;1330.00;12.90;1422.00;5.81;0
2;bunker;1250.00;11.53;1482.00;2.54;0
